loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,dti,delinq_2yrs,fico_range_low,fico_range_high,open_acc,pub_rec,revol_util,is_default,fico_score,dti_score,revol_score,grade_score,delinq_score,total_score,risk_tier
9000.0, 36 months,5.32,271.04,A,A1,3 years,RENT,75866.0,Source Verified,Fully Paid,credit_card,PA,28.09,0.0,725.0,729.0,16.0,0.0,39.6,0,2,3,2,1,1,9,Medium Risk
35000.0, 60 months,12.59,789.04,C,C2,10+ years,MORTGAGE,300000.0,Source Verified,Fully Paid,debt_consolidation,NY,4.25,0.0,795.0,799.0,22.0,0.0,14.8,0,1,1,1,3,1,7,Low Risk
20575.0, 60 months,18.99,533.62,E,E3,< 1 year,MORTGAGE,46800.0,Source Verified,Charged Off,debt_consolidation,MI,31.79,4.0,680.0,684.0,20.0,0.0,70.3,1,3,4,3,4,4,18,Critical Risk
12000.0, 36 months,15.41,418.4,D,D1,< 1 year,OWN,38000.0,Verified,Fully Paid,debt_consolidation,MD,23.56,0.0,660.0,664.0,9.0,0.0,35.6,0,3,3,2,4,1,13,High Risk
9000.0, 36 months,9.99,290.37,B,B3,8 years,MORTGAGE,67835.0,Not Verified,Fully Paid,debt_consolidation,AR,36.0,0.0,725.0,729.0,7.0,0.0,97.9,0,2,4,4,2,1,13,High Risk
8525.0, 36 months,13.18,287.99,C,C3,1 year,MORTGAGE,125000.0,Not Verified,Fully Paid,debt_consolidation,TN,10.38,0.0,670.0,674.0,6.0,1.0,21.4,0,3,2,1,3,1,10,Medium Risk
7000.0, 36 months,12.59,234.48,C,C2,2 years,RENT,60000.0,Source Verified,Fully Paid,debt_consolidation,TX,20.48,0.0,700.0,704.0,9.0,1.0,59.8,0,2,3,3,3,1,12,Medium Risk
9225.0, 36 months,10.99,301.98,B,B4,10+ years,RENT,20093.0,Source Verified,Fully Paid,credit_card,NY,36.5,0.0,685.0,689.0,6.0,0.0,71.3,0,3,4,3,2,1,13,High Risk
16000.0, 36 months,16.55,566.87,D,D2,< 1 year,RENT,90000.0,Source Verified,Fully Paid,debt_consolidation,TX,31.44,1.0,660.0,664.0,18.0,0.0,73.9,0,3,4,3,4,2,16,High Risk
9250.0, 36 months,13.18,312.48,C,C3,Unknown,MORTGAGE,47550.0,Verified,Fully Paid,debt_consolidation,MA,24.43,1.0,685.0,689.0,10.0,0.0,79.3,0,3,3,4,3,2,15,High Risk
35000.0, 36 months,12.05,1163.34,C,C1,1 year,RENT,550000.0,Source Verified,Fully Paid,debt_consolidation,TX,10.51,0.0,695.0,699.0,5.0,0.0,24.2,0,3,2,1,3,1,10,Medium Risk
17200.0, 36 months,7.89,538.12,A,A5,4 years,RENT,51039.0,Source Verified,Fully Paid,credit_card,NJ,21.9,0.0,700.0,704.0,8.0,0.0,96.4,0,2,3,4,1,1,11,Medium Risk
14000.0, 60 months,19.99,370.84,E,E4,10+ years,RENT,84000.0,Source Verified,Charged Off,debt_consolidation,FL,20.76,0.0,665.0,669.0,17.0,1.0,55.6,1,3,3,3,4,1,14,High Risk
18000.0, 36 months,7.89,563.15,A,A5,2 years,RENT,50000.0,Verified,Fully Paid,credit_card,FL,17.74,0.0,665.0,669.0,10.0,0.0,84.4,0,3,2,4,1,1,11,Medium Risk
30000.0, 60 months,16.99,745.42,D,D3,2 years,MORTGAGE,90000.0,Source Verified,Charged Off,debt_consolidation,AZ,37.51,1.0,685.0,689.0,18.0,0.0,72.1,1,3,4,3,4,2,16,High Risk
27600.0, 60 months,17.86,698.76,D,D5,Unknown,OWN,60000.0,Not Verified,Charged Off,home_improvement,FL,33.0,0.0,700.0,704.0,13.0,0.0,43.5,1,2,4,2,4,1,13,High Risk
5600.0, 36 months,9.99,180.67,B,B3,< 1 year,RENT,28000.0,Source Verified,Fully Paid,debt_consolidation,MD,8.7,0.0,710.0,714.0,8.0,0.0,26.6,0,2,1,2,2,1,8,Low Risk
9600.0, 36 months,5.32,289.11,A,A1,8 years,MORTGAGE,57000.0,Not Verified,Fully Paid,credit_card,TX,10.29,0.0,725.0,729.0,8.0,0.0,53.2,0,2,2,3,1,1,9,Medium Risk
35000.0, 36 months,7.89,1095.0,A,A5,10+ years,MORTGAGE,200000.0,Source Verified,Fully Paid,credit_card,FL,19.68,0.0,725.0,729.0,16.0,0.0,64.9,0,2,2,3,1,1,9,Medium Risk
35000.0, 60 months,10.99,760.82,B,B4,10+ years,OWN,140000.0,Verified,Charged Off,debt_consolidation,OH,8.4,0.0,680.0,684.0,9.0,0.0,68.4,1,3,1,3,2,1,10,Medium Risk
28000.0, 36 months,7.89,876.0,A,A5,10+ years,MORTGAGE,130000.0,Not Verified,Fully Paid,credit_card,CA,22.03,1.0,695.0,699.0,14.0,0.0,56.3,0,3,3,3,1,2,12,Medium Risk
16900.0, 60 months,17.86,427.87,D,D5,3 years,OWN,47000.0,Verified,Fully Paid,debt_consolidation,NY,32.84,1.0,665.0,669.0,17.0,1.0,69.9,0,3,4,3,4,2,16,High Risk
12000.0, 36 months,9.99,387.15,B,B3,10+ years,MORTGAGE,85000.0,Verified,Fully Paid,debt_consolidation,WI,14.09,1.0,685.0,689.0,7.0,0.0,57.1,0,3,2,3,2,2,12,Medium Risk
25000.0, 36 months,16.55,885.73,D,D2,10+ years,MORTGAGE,60000.0,Source Verified,Fully Paid,home_improvement,TX,28.89,0.0,695.0,699.0,13.0,0.0,45.9,0,3,3,2,4,1,13,High Risk
7000.0, 36 months,7.89,219.0,A,A5,10+ years,RENT,80000.0,Source Verified,Fully Paid,credit_card,NY,12.68,0.0,670.0,674.0,6.0,0.0,98.3,0,3,2,4,1,1,11,Medium Risk
12600.0, 36 months,18.2,456.79,E,E1,2 years,RENT,50000.0,Source Verified,Charged Off,debt_consolidation,CA,27.96,0.0,690.0,694.0,13.0,0.0,34.6,1,3,3,2,4,1,13,High Risk
35000.0, 36 months,12.59,1172.39,C,C2,< 1 year,RENT,123000.0,Source Verified,Fully Paid,debt_consolidation,NJ,14.65,0.0,725.0,729.0,5.0,0.0,76.1,0,2,2,4,3,1,12,Medium Risk
20000.0, 60 months,13.67,461.96,C,C4,10+ years,MORTGAGE,44000.0,Verified,Fully Paid,debt_consolidation,AL,25.37,0.0,690.0,694.0,5.0,0.0,63.0,0,3,3,3,3,1,13,High Risk
2600.0, 36 months,13.18,87.83,C,C3,3 years,RENT,35631.96,Verified,Fully Paid,credit_card,CA,12.66,0.0,675.0,679.0,4.0,0.0,74.1,0,3,2,3,3,1,12,Medium Risk
35000.0, 60 months,17.57,880.61,D,D4,9 years,RENT,200000.0,Source Verified,Fully Paid,credit_card,TX,36.54,0.0,705.0,709.0,15.0,0.0,68.9,0,2,4,3,4,1,14,High Risk
5000.0, 36 months,11.49,164.86,B,B5,Unknown,MORTGAGE,25130.0,Verified,Fully Paid,debt_consolidation,NC,23.97,1.0,675.0,679.0,12.0,0.0,68.6,0,3,3,3,2,2,13,High Risk
16400.0, 36 months,14.33,563.15,C,C5,10+ years,OWN,35672.0,Verified,Fully Paid,credit_card,TX,35.63,0.0,735.0,739.0,7.0,0.0,83.0,0,2,4,4,3,1,14,High Risk
16975.0, 36 months,12.59,568.61,C,C2,9 years,MORTGAGE,62000.0,Not Verified,Charged Off,debt_consolidation,TX,7.55,0.0,690.0,694.0,5.0,0.0,15.0,1,3,1,1,3,1,9,Medium Risk
33000.0, 36 months,12.05,1096.87,C,C1,8 years,RENT,160000.0,Source Verified,Fully Paid,debt_consolidation,TX,10.7,0.0,710.0,714.0,9.0,0.0,81.2,0,2,2,4,3,1,12,Medium Risk
18000.0, 60 months,13.18,411.22,C,C3,8 years,MORTGAGE,40000.0,Verified,Charged Off,debt_consolidation,TX,28.83,1.0,660.0,664.0,8.0,0.0,48.5,1,3,3,2,3,2,13,High Risk
5000.0, 36 months,9.99,161.32,B,B3,10+ years,MORTGAGE,55000.0,Not Verified,Fully Paid,credit_card,OH,12.37,1.0,670.0,674.0,13.0,1.0,31.0,0,3,2,2,2,2,11,Medium Risk
26000.0, 36 months,6.24,793.81,A,A2,10+ years,MORTGAGE,136000.0,Source Verified,Fully Paid,debt_consolidation,CO,18.39,1.0,725.0,729.0,11.0,0.0,54.2,0,2,2,3,1,2,10,Medium Risk
18000.0, 36 months,11.49,593.49,B,B5,8 years,MORTGAGE,121000.0,Source Verified,Fully Paid,debt_consolidation,NC,17.15,1.0,670.0,674.0,10.0,0.0,89.3,0,3,2,4,2,2,13,High Risk
30000.0, 60 months,13.18,685.36,C,C3,8 years,MORTGAGE,100000.0,Source Verified,Fully Paid,debt_consolidation,NJ,19.99,0.0,700.0,704.0,9.0,0.0,83.0,0,2,2,4,3,1,12,Medium Risk
18000.0, 36 months,6.24,549.56,A,A2,10+ years,RENT,140000.0,Source Verified,Fully Paid,credit_card,HI,17.03,0.0,690.0,694.0,14.0,0.0,81.4,0,3,2,4,1,1,11,Medium Risk
12000.0, 36 months,7.26,371.96,A,A4,10+ years,MORTGAGE,80000.0,Not Verified,Fully Paid,debt_consolidation,OH,8.99,0.0,755.0,759.0,13.0,0.0,37.5,0,1,1,2,1,1,6,Low Risk
35000.0, 60 months,16.55,861.4,D,D2,10+ years,MORTGAGE,203000.0,Source Verified,Fully Paid,debt_consolidation,CO,33.33,0.0,715.0,719.0,16.0,0.0,81.7,0,2,4,4,4,1,15,High Risk
12000.0, 36 months,11.49,395.66,B,B5,1 year,MORTGAGE,70000.0,Not Verified,Fully Paid,home_improvement,AL,24.4,0.0,685.0,689.0,19.0,0.0,32.0,0,3,3,2,2,1,11,Medium Risk
12000.0, 36 months,12.59,401.97,C,C2,3 years,MORTGAGE,126000.0,Not Verified,Fully Paid,home_improvement,CA,21.54,1.0,670.0,674.0,19.0,5.0,52.7,0,3,3,3,3,2,14,High Risk
3200.0, 36 months,16.55,113.38,D,D2,Unknown,MORTGAGE,41930.2,Verified,Fully Paid,credit_card,NV,24.9,2.0,690.0,694.0,9.0,0.0,65.0,0,3,3,3,4,3,16,High Risk
11000.0, 60 months,13.18,251.3,C,C3,3 years,MORTGAGE,83223.0,Source Verified,Fully Paid,debt_consolidation,TX,9.58,0.0,685.0,689.0,7.0,0.0,55.9,0,3,1,3,3,1,11,Medium Risk
3800.0, 36 months,7.26,117.79,A,A4,2 years,RENT,40000.0,Not Verified,Charged Off,home_improvement,MD,20.19,0.0,710.0,714.0,21.0,0.0,25.3,1,2,3,2,1,1,9,Medium Risk
35000.0, 36 months,14.33,1201.84,C,C5,10+ years,OWN,70000.0,Source Verified,Fully Paid,credit_card,TX,12.31,0.0,685.0,689.0,7.0,0.0,76.3,0,3,2,4,3,1,13,High Risk
9000.0, 36 months,5.32,271.04,A,A1,10+ years,MORTGAGE,63500.0,Source Verified,Fully Paid,credit_card,TN,23.59,0.0,695.0,699.0,11.0,0.0,25.8,0,3,3,2,1,1,10,Medium Risk
4975.0, 36 months,16.55,176.27,D,D2,8 years,RENT,14652.0,Verified,Fully Paid,medical,NY,21.38,0.0,690.0,694.0,7.0,0.0,25.6,0,3,3,2,4,1,13,High Risk
12000.0, 36 months,7.89,375.43,A,A5,< 1 year,RENT,35000.0,Source Verified,Fully Paid,credit_card,NY,13.27,0.0,700.0,704.0,11.0,3.0,46.7,0,2,2,2,1,1,8,Low Risk
6000.0, 36 months,10.99,196.41,B,B4,1 year,RENT,60000.0,Verified,Fully Paid,debt_consolidation,NY,28.68,0.0,705.0,709.0,7.0,0.0,20.0,0,2,3,1,2,1,9,Medium Risk
18000.0, 60 months,13.18,411.22,C,C3,10+ years,OWN,60000.0,Source Verified,Charged Off,credit_card,LA,12.6,0.0,670.0,674.0,9.0,0.0,80.0,1,3,2,4,3,1,13,High Risk
8000.0, 36 months,13.67,272.15,C,C4,2 years,MORTGAGE,29000.0,Source Verified,Fully Paid,debt_consolidation,TX,24.5,0.0,680.0,684.0,9.0,0.0,44.7,0,3,3,2,3,1,12,Medium Risk
18300.0, 36 months,12.59,613.0,C,C2,10+ years,MORTGAGE,58000.0,Verified,Fully Paid,debt_consolidation,MO,23.57,0.0,700.0,704.0,12.0,0.0,31.3,0,2,3,2,3,1,11,Medium Risk
10000.0, 36 months,9.99,322.63,B,B3,1 year,OWN,55000.0,Source Verified,Fully Paid,credit_card,OH,36.4,0.0,675.0,679.0,11.0,0.0,57.5,0,3,4,3,2,1,13,High Risk
10000.0, 36 months,12.05,332.39,C,C1,10+ years,MORTGAGE,80000.0,Source Verified,Fully Paid,debt_consolidation,IL,9.89,0.0,665.0,669.0,5.0,1.0,60.7,0,3,1,3,3,1,11,Medium Risk
10000.0, 36 months,13.18,337.81,C,C3,4 years,RENT,80000.0,Source Verified,Fully Paid,credit_card,MD,10.35,0.0,670.0,674.0,9.0,0.0,56.5,0,3,2,3,3,1,12,Medium Risk
4800.0, 36 months,9.99,154.86,B,B3,5 years,MORTGAGE,36000.0,Source Verified,Fully Paid,home_improvement,NJ,20.33,1.0,660.0,664.0,7.0,1.0,63.8,0,3,3,3,2,2,13,High Risk
26000.0, 36 months,6.89,801.5,A,A3,10+ years,RENT,163000.0,Not Verified,Fully Paid,debt_consolidation,CA,15.04,0.0,705.0,709.0,14.0,0.0,49.7,0,2,2,2,1,1,8,Low Risk
35000.0, 36 months,16.55,1240.03,D,D2,10+ years,MORTGAGE,80000.0,Source Verified,Fully Paid,debt_consolidation,GA,25.93,1.0,660.0,664.0,13.0,0.0,66.6,0,3,3,3,4,2,15,High Risk
3600.0, 36 months,13.18,121.62,C,C3,3 years,MORTGAGE,51000.0,Verified,Fully Paid,other,TN,36.38,0.0,695.0,699.0,14.0,0.0,70.4,0,3,4,3,3,1,14,High Risk
4000.0, 36 months,14.33,137.36,C,C5,10+ years,MORTGAGE,250000.0,Verified,Fully Paid,debt_consolidation,GA,10.72,1.0,670.0,674.0,28.0,0.0,44.3,0,3,2,2,3,2,12,Medium Risk
10175.0, 36 months,16.99,362.72,D,D3,5 years,MORTGAGE,55000.0,Source Verified,Fully Paid,credit_card,IL,25.35,2.0,685.0,689.0,23.0,1.0,48.7,0,3,3,2,4,3,15,High Risk
13200.0, 36 months,11.49,435.23,B,B5,2 years,OWN,47000.0,Source Verified,Charged Off,car,MS,16.57,0.0,735.0,739.0,20.0,0.0,5.9,1,2,2,1,2,1,8,Low Risk
8000.0, 36 months,15.41,278.94,D,D1,10+ years,MORTGAGE,70000.0,Verified,Charged Off,debt_consolidation,TX,20.91,3.0,665.0,669.0,13.0,0.0,42.9,1,3,3,2,4,4,16,High Risk
10500.0, 60 months,13.67,242.53,C,C4,10+ years,MORTGAGE,50000.0,Not Verified,Fully Paid,credit_card,CA,7.88,0.0,680.0,684.0,12.0,0.0,36.3,0,3,1,2,3,1,10,Medium Risk
21000.0, 36 months,12.05,698.01,C,C1,1 year,OWN,58500.0,Not Verified,Fully Paid,credit_card,KS,13.68,0.0,695.0,699.0,6.0,0.0,63.6,0,3,2,3,3,1,12,Medium Risk
5700.0, 36 months,18.49,207.48,E,E2,Unknown,OWN,22643.54,Verified,Charged Off,debt_consolidation,NY,28.83,0.0,660.0,664.0,5.0,0.0,78.8,1,3,3,4,4,1,15,High Risk
5000.0, 36 months,12.05,166.2,C,C1,10+ years,MORTGAGE,89500.0,Verified,Charged Off,medical,TX,30.82,1.0,680.0,684.0,35.0,0.0,38.4,1,3,4,2,3,2,14,High Risk
7375.0, 36 months,10.99,241.42,B,B4,Unknown,MORTGAGE,72000.0,Verified,Fully Paid,car,DE,10.08,0.0,685.0,689.0,6.0,0.0,50.0,0,3,2,3,2,1,11,Medium Risk
10000.0, 36 months,9.17,318.79,B,B2,5 years,OWN,55702.0,Not Verified,Fully Paid,debt_consolidation,MS,28.98,0.0,670.0,674.0,14.0,0.0,53.4,0,3,3,3,2,1,12,Medium Risk
7800.0, 36 months,11.49,257.18,B,B5,< 1 year,OWN,45000.0,Verified,Charged Off,debt_consolidation,VA,21.28,1.0,660.0,664.0,11.0,1.0,46.1,1,3,3,2,2,2,12,Medium Risk
25000.0, 36 months,10.99,818.35,B,B4,< 1 year,OWN,175000.0,Source Verified,Charged Off,debt_consolidation,GA,15.78,0.0,745.0,749.0,11.0,0.0,46.9,1,2,2,2,2,1,9,Medium Risk
12000.0, 36 months,15.41,418.4,D,D1,< 1 year,RENT,55000.0,Source Verified,Fully Paid,debt_consolidation,OH,37.46,0.0,670.0,674.0,15.0,0.0,90.3,0,3,4,4,4,1,16,High Risk
12000.0, 36 months,6.89,369.93,A,A3,6 years,MORTGAGE,70000.0,Source Verified,Fully Paid,credit_card,MD,14.28,0.0,685.0,689.0,8.0,0.0,54.2,0,3,2,3,1,1,10,Medium Risk
21000.0, 60 months,11.49,461.74,B,B5,10+ years,MORTGAGE,78500.0,Source Verified,Fully Paid,home_improvement,UT,13.15,1.0,670.0,674.0,12.0,0.0,24.0,0,3,2,1,2,2,10,Medium Risk
6000.0, 36 months,10.99,196.41,B,B4,7 years,OWN,39000.0,Verified,Fully Paid,debt_consolidation,IL,32.86,0.0,705.0,709.0,10.0,1.0,53.0,0,2,4,3,2,1,12,Medium Risk
12000.0, 60 months,17.86,303.81,D,D5,10+ years,MORTGAGE,100000.0,Source Verified,Fully Paid,debt_consolidation,CA,9.73,0.0,665.0,669.0,11.0,0.0,81.3,0,3,1,4,4,1,13,High Risk
20000.0, 60 months,10.99,434.75,B,B4,6 years,OWN,112000.0,Not Verified,Fully Paid,debt_consolidation,TX,32.45,1.0,705.0,709.0,8.0,0.0,97.2,0,2,4,4,2,2,14,High Risk
9575.0, 36 months,16.55,339.24,D,D2,6 years,MORTGAGE,43000.0,Source Verified,Fully Paid,debt_consolidation,MO,38.29,0.0,670.0,674.0,8.0,1.0,59.8,0,3,4,3,4,1,15,High Risk
24300.0, 60 months,17.86,615.22,D,D5,10+ years,RENT,60000.0,Verified,Fully Paid,debt_consolidation,MD,32.88,1.0,660.0,664.0,11.0,0.0,93.8,0,3,4,4,4,2,17,Critical Risk
35000.0, 60 months,18.49,898.13,E,E2,5 years,RENT,155000.0,Verified,Fully Paid,debt_consolidation,DC,11.2,1.0,675.0,679.0,10.0,0.0,63.4,0,3,2,3,4,2,14,High Risk
16000.0, 60 months,13.67,369.57,C,C4,10+ years,MORTGAGE,75000.0,Verified,Fully Paid,credit_card,NY,14.0,2.0,665.0,669.0,10.0,0.0,58.2,0,3,2,3,3,3,14,High Risk
7000.0, 36 months,11.49,230.8,B,B5,4 years,MORTGAGE,41000.0,Verified,Charged Off,debt_consolidation,NY,15.31,1.0,660.0,664.0,9.0,0.0,38.2,1,3,2,2,2,2,11,Medium Risk
13800.0, 36 months,12.59,462.26,C,C2,< 1 year,RENT,30000.0,Verified,Charged Off,debt_consolidation,AZ,21.16,0.0,705.0,709.0,3.0,0.0,64.6,1,2,3,3,3,1,12,Medium Risk
12000.0, 60 months,9.99,254.91,B,B3,10+ years,MORTGAGE,70000.0,Not Verified,Fully Paid,home_improvement,AR,3.26,0.0,795.0,799.0,4.0,0.0,7.0,0,1,1,1,2,1,6,Low Risk
6000.0, 36 months,7.26,185.98,A,A4,< 1 year,RENT,43716.0,Not Verified,Fully Paid,debt_consolidation,MN,12.33,0.0,720.0,724.0,10.0,0.0,41.2,0,2,2,2,1,1,8,Low Risk
18000.0, 60 months,13.18,411.22,C,C3,10+ years,MORTGAGE,99000.0,Source Verified,Fully Paid,debt_consolidation,CA,9.99,0.0,690.0,694.0,7.0,0.0,77.7,0,3,1,4,3,1,12,Medium Risk
28500.0, 36 months,17.57,1024.21,D,D4,1 year,RENT,62000.0,Verified,Fully Paid,home_improvement,FL,16.94,1.0,675.0,679.0,12.0,0.0,49.3,0,3,2,2,4,2,13,High Risk
8000.0, 36 months,6.89,246.62,A,A3,10+ years,MORTGAGE,55000.0,Source Verified,Fully Paid,debt_consolidation,TN,24.38,0.0,735.0,739.0,21.0,0.0,28.6,0,2,3,2,1,1,9,Medium Risk
2400.0, 36 months,9.17,76.51,B,B2,8 years,MORTGAGE,65000.0,Source Verified,Fully Paid,other,MI,9.44,0.0,665.0,669.0,7.0,0.0,91.5,0,3,1,4,2,1,11,Medium Risk
5000.0, 36 months,9.17,159.4,B,B2,1 year,RENT,26000.0,Source Verified,Fully Paid,debt_consolidation,CA,13.6,0.0,700.0,704.0,9.0,0.0,17.6,0,2,2,1,2,1,8,Low Risk
20000.0, 60 months,13.67,461.96,C,C4,10+ years,OWN,40000.0,Source Verified,Fully Paid,credit_card,NY,27.57,1.0,700.0,704.0,11.0,0.0,64.0,0,2,3,3,3,2,13,High Risk
3000.0, 36 months,12.59,100.5,C,C2,3 years,OWN,36600.0,Verified,Fully Paid,home_improvement,VA,28.39,0.0,680.0,684.0,10.0,1.0,72.1,0,3,3,3,3,1,13,High Risk
30000.0, 36 months,15.41,1046.0,D,D1,< 1 year,RENT,78000.0,Verified,Fully Paid,debt_consolidation,MA,10.46,0.0,705.0,709.0,6.0,0.0,86.2,0,2,2,4,4,1,13,High Risk
21000.0, 60 months,12.59,473.42,C,C2,5 years,RENT,125000.0,Source Verified,Charged Off,debt_consolidation,NY,13.6,0.0,710.0,714.0,5.0,0.0,55.9,1,2,2,3,3,1,11,Medium Risk
25000.0, 60 months,14.33,586.0,C,C5,10+ years,RENT,75000.0,Not Verified,Charged Off,debt_consolidation,FL,30.22,0.0,750.0,754.0,6.0,0.0,64.0,1,1,4,3,3,1,12,Medium Risk
15600.0, 60 months,27.31,479.25,G,G2,6 years,RENT,42000.0,Verified,Charged Off,debt_consolidation,NY,9.49,0.0,670.0,674.0,7.0,0.0,78.4,1,3,1,4,4,1,13,High Risk
35000.0, 60 months,18.49,898.13,E,E2,< 1 year,RENT,100000.0,Source Verified,Charged Off,other,NY,16.86,0.0,690.0,694.0,10.0,0.0,47.0,1,3,2,2,4,1,12,Medium Risk
23725.0, 60 months,19.99,628.44,E,E4,10+ years,MORTGAGE,56500.0,Source Verified,Charged Off,debt_consolidation,AL,21.81,0.0,685.0,689.0,10.0,0.0,74.8,1,3,3,3,4,1,14,High Risk
6000.0, 36 months,9.99,193.58,B,B3,3 years,MORTGAGE,95000.0,Source Verified,Fully Paid,debt_consolidation,NY,6.33,0.0,680.0,684.0,12.0,3.0,6.5,0,3,1,1,2,1,8,Low Risk
15000.0, 36 months,8.18,471.3,B,B1,8 years,RENT,65000.0,Source Verified,Fully Paid,debt_consolidation,VA,13.16,0.0,725.0,729.0,5.0,0.0,60.0,0,2,2,3,2,1,10,Medium Risk
6325.0, 36 months,11.49,208.55,B,B5,7 years,RENT,22000.0,Not Verified,Charged Off,other,IL,5.62,0.0,790.0,794.0,10.0,0.0,13.1,1,1,1,1,2,1,6,Low Risk
5000.0, 36 months,6.24,152.66,A,A2,2 years,MORTGAGE,100000.0,Source Verified,Fully Paid,debt_consolidation,MO,18.5,0.0,680.0,684.0,12.0,0.0,62.2,0,3,2,3,1,1,10,Medium Risk
8000.0, 36 months,10.99,261.88,B,B4,10+ years,MORTGAGE,48000.0,Not Verified,Fully Paid,debt_consolidation,CA,12.33,1.0,700.0,704.0,10.0,0.0,18.2,0,2,2,1,2,2,9,Medium Risk
35000.0, 36 months,12.59,1172.39,C,C2,2 years,OWN,197000.0,Source Verified,Fully Paid,debt_consolidation,IL,6.4,0.0,725.0,729.0,7.0,0.0,30.7,0,2,1,2,3,1,9,Medium Risk
16550.0, 60 months,12.05,368.57,C,C1,Unknown,MORTGAGE,45000.0,Verified,Charged Off,debt_consolidation,IL,21.6,0.0,690.0,694.0,13.0,0.0,55.6,1,3,3,3,3,1,13,High Risk
18675.0, 36 months,13.67,635.28,C,C4,9 years,MORTGAGE,60000.0,Not Verified,Fully Paid,credit_card,IL,27.37,0.0,670.0,674.0,6.0,0.0,68.3,0,3,3,3,3,1,13,High Risk
12600.0, 36 months,7.89,394.2,A,A5,1 year,RENT,139523.0,Verified,Fully Paid,other,MD,0.57,1.0,750.0,754.0,11.0,0.0,5.6,0,1,1,1,1,2,6,Low Risk
13000.0, 36 months,13.67,442.23,C,C4,Unknown,OWN,29600.0,Verified,Fully Paid,debt_consolidation,OH,28.83,0.0,705.0,709.0,13.0,0.0,37.0,0,2,3,2,3,1,11,Medium Risk
35000.0, 60 months,22.99,986.47,F,F2,10+ years,OWN,120000.0,Source Verified,Fully Paid,debt_consolidation,NY,24.41,1.0,670.0,674.0,19.0,0.0,66.4,0,3,3,3,4,2,15,High Risk
2000.0, 36 months,13.18,67.57,C,C3,Unknown,MORTGAGE,60000.0,Source Verified,Fully Paid,other,TX,22.0,0.0,730.0,734.0,7.0,0.0,53.1,0,2,3,3,3,1,12,Medium Risk
8500.0, 36 months,11.49,280.26,B,B5,7 years,RENT,34000.0,Verified,Fully Paid,credit_card,GA,25.27,0.0,670.0,674.0,7.0,0.0,76.4,0,3,3,4,2,1,13,High Risk
13000.0, 60 months,12.05,289.51,C,C1,6 years,MORTGAGE,33800.0,Not Verified,Fully Paid,car,AR,12.99,0.0,680.0,684.0,5.0,0.0,75.9,0,3,2,4,3,1,13,High Risk
9600.0, 36 months,13.67,326.57,C,C4,10+ years,MORTGAGE,49000.0,Source Verified,Fully Paid,debt_consolidation,NE,14.77,0.0,665.0,669.0,5.0,1.0,82.0,0,3,2,4,3,1,13,High Risk
12000.0, 60 months,12.59,270.53,C,C2,2 years,RENT,40000.0,Source Verified,Fully Paid,debt_consolidation,ME,10.59,1.0,685.0,689.0,10.0,0.0,51.7,0,3,2,3,3,2,13,High Risk
35000.0, 60 months,25.99,1047.71,F,F5,10+ years,RENT,120000.0,Verified,Fully Paid,debt_consolidation,SC,1.02,0.0,660.0,664.0,3.0,0.0,34.9,0,3,1,2,4,1,11,Medium Risk
10000.0, 36 months,13.18,337.81,C,C3,3 years,RENT,38600.0,Source Verified,Fully Paid,debt_consolidation,FL,35.73,0.0,685.0,689.0,11.0,0.0,69.5,0,3,4,3,3,1,14,High Risk
5000.0, 36 months,9.17,159.4,B,B2,10+ years,MORTGAGE,89000.0,Source Verified,Fully Paid,home_improvement,TX,22.65,0.0,675.0,679.0,20.0,0.0,62.5,0,3,3,3,2,1,12,Medium Risk
1500.0, 36 months,11.49,49.46,B,B5,< 1 year,MORTGAGE,65000.0,Verified,Fully Paid,other,MD,13.87,0.0,705.0,709.0,8.0,0.0,79.5,0,2,2,4,2,1,11,Medium Risk
10000.0, 60 months,12.59,225.44,C,C2,2 years,MORTGAGE,140000.0,Source Verified,Fully Paid,home_improvement,KY,17.44,0.0,670.0,674.0,9.0,2.0,70.6,0,3,2,3,3,1,12,Medium Risk
6425.0, 36 months,18.49,233.87,E,E2,2 years,OWN,60000.0,Verified,Fully Paid,other,MI,3.64,1.0,660.0,664.0,7.0,1.0,27.3,0,3,1,2,4,2,12,Medium Risk
24000.0, 60 months,12.59,541.05,C,C2,2 years,MORTGAGE,60000.0,Not Verified,Fully Paid,credit_card,PA,31.79,0.0,660.0,664.0,17.0,0.0,85.4,0,3,4,4,3,1,15,High Risk
35000.0, 60 months,14.33,820.39,C,C5,< 1 year,MORTGAGE,175000.0,Source Verified,Fully Paid,credit_card,AL,27.13,0.0,675.0,679.0,22.0,0.0,83.6,0,3,3,4,3,1,14,High Risk
18000.0, 36 months,7.89,563.15,A,A5,3 years,MORTGAGE,70000.0,Not Verified,Fully Paid,credit_card,MO,30.98,0.0,735.0,739.0,10.0,0.0,55.0,0,2,4,3,1,1,11,Medium Risk
12000.0, 36 months,11.49,395.66,B,B5,1 year,MORTGAGE,81832.0,Source Verified,Fully Paid,debt_consolidation,OH,27.8,1.0,700.0,704.0,24.0,0.0,40.9,0,2,3,2,2,2,11,Medium Risk
